"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:14:29:626","63577522758168","  11.757","  28.137"," 3099"," 2900"," 3100"," 3100","  11.812"," 107.352","  29.820","  10.214","  89.685","  24.913"," 76","0"," 67"," 76","   0.814","   9.394","   2.609","  28.000","  800","  800"
"13:14:29:726","63577792838574","  11.857","  32.908"," 3100"," 2900"," 3100"," 3097","  11.786"," 108.531","  30.147","  10.283","  90.714","  25.198"," 72","0"," 67"," 76","   0.880","   9.482","   2.634","  28.000","  800","  800"
"13:14:29:826","63578063062788","  11.957","  27.040"," 3100"," 2900"," 3100"," 3100","  11.122"," 109.644","  30.457","   9.639","  91.679","  25.466"," 73","0"," 67"," 76","   0.688","   9.551","   2.653","  28.000","  800","  800"
"13:14:29:927","63578335845312","  12.058","  28.047"," 3100"," 2900"," 3100"," 3100","  11.274"," 110.783","  30.773","   9.803","  92.669","  25.741"," 74","0"," 67"," 76","   0.705","   9.622","   2.673","  28.000","  800","  800"
"13:14:30:027","63578607200169","  12.159","  31.716"," 3099"," 2900"," 3100"," 3100","  12.302"," 112.019","  31.116","  10.713","  93.746","  26.040"," 75","0"," 68"," 76","   0.886","   9.711","   2.698","  28.000","  550","  550"
"13:14:30:128","63578879996235","  12.260","  27.757"," 3100"," 3000"," 3100"," 3100","  11.356"," 113.166","  31.435","   9.862","  94.742","  26.317"," 74","0"," 67"," 76","   0.799","   9.792","   2.720","  28.000","  550","  550"
"13:14:30:228","63579150315402","  12.360","  27.733"," 3100"," 2900"," 3100"," 3100","  11.165"," 114.284","  31.746","   9.680","  95.711","  26.586"," 74","0"," 67"," 76","   0.704","   9.862","   2.740","  28.000","  550","  550"
"13:14:30:328","63579420641775","  12.460","  36.242"," 3093"," 2900"," 3100"," 3100","  13.791"," 115.665","  32.129","  11.914","  96.904","  26.918"," 73","0"," 69"," 76","   1.115","   9.974","   2.771","  28.000","  850","  850"
"13:14:30:429","63579693405360","  12.561","  30.357"," 3096"," 2900"," 3100"," 3100","  12.166"," 116.894","  32.471","  10.549","  97.970","  27.214"," 75","0"," 68"," 76","   0.934","  10.068","   2.797","  28.000","  800","  800"
"13:14:30:529","63579963607026","  12.661","  29.285"," 3099"," 2900"," 3100"," 3100","  11.549"," 118.050","  32.792","  10.054","  98.976","  27.493"," 73","0"," 68"," 76","   0.774","  10.146","   2.818","  28.000","  800","  800"
"13:14:30:629","63580233888888","  12.761","  26.281"," 3100"," 3000"," 3100"," 3100","  11.269"," 119.178","  33.105","   9.758","  99.953","  27.765"," 76","0"," 67"," 77","   0.675","  10.214","   2.837","  28.000","  800","  800"
"13:14:30:729","63580503937926","  12.861","  26.872"," 3100"," 3000"," 3100"," 3100","  11.246"," 120.303","  33.417","   9.746"," 100.928","  28.035"," 73","0"," 67"," 77","   0.680","  10.281","   2.856","  28.000","  800","  800"
"13:14:30:830","63580776715839","  12.962","  31.131"," 3098"," 2900"," 3100"," 3100","  12.098"," 121.525","  33.757","  10.555"," 101.994","  28.332"," 73","0"," 69"," 77","   0.854","  10.368","   2.880","  28.000","  650","  650"
"13:14:30:930","63581046952167","  13.062","  26.895"," 3100"," 3000"," 3100"," 3100","  11.221"," 122.648","  34.069","   9.727"," 102.968","  28.602"," 73","0"," 68"," 77","   0.722","  10.440","   2.900","  28.000","  650","  650"
"13:14:31:031","63581319717642","  13.163","  27.163"," 3100"," 3000"," 3100"," 3100","  11.245"," 123.784","  34.384","   9.761"," 103.954","  28.876"," 75","0"," 69"," 76","   0.683","  10.509","   2.919","  28.000","  650","  650"
"13:14:31:131","63581589886245","  13.263","  26.293"," 3100"," 3000"," 3100"," 3100","  11.132"," 124.898","  34.694","   9.634"," 104.918","  29.144"," 76","0"," 67"," 76","   0.676","  10.577","   2.938","  28.000","  650","  650"
"13:14:31:232","63581862665787","  13.364","  29.791"," 3098"," 2900"," 3100"," 3100","  11.806"," 126.091","  35.025","  10.271"," 105.955","  29.432"," 75","0"," 67"," 77","   0.854","  10.663","   2.962","  28.000","  550","  550"
"13:14:31:332","63582132824706","  13.464","  35.373"," 3094"," 2900"," 3100"," 3100","  13.641"," 127.456","  35.404","  11.748"," 107.131","  29.759"," 76","0"," 68"," 77","   1.148","  10.778","   2.994","  28.000","  850","  850"
"13:14:31:433","63582404428215","  13.565","  28.059"," 3100"," 3000"," 3100"," 3100","  11.513"," 128.614","  35.726","  10.005"," 108.137","  30.038"," 76","0"," 68"," 76","   0.753","  10.854","   3.015","  28.000","  850","  850"
"13:14:31:534","63582677172231","  13.666","  26.369"," 3100"," 3000"," 3100"," 3100","  11.166"," 129.742","  36.039","   9.661"," 109.113","  30.309"," 76","0"," 68"," 76","   0.693","  10.924","   3.034","  28.000","  850","  850"
"13:14:31:634","63582947479653","  13.766","  29.596"," 3096"," 2900"," 3100"," 3100","  11.813"," 130.924","  36.368","  10.237"," 110.138","  30.594"," 76","0"," 68"," 77","   0.818","  11.005","   3.057","  28.000","  800","  800"
"13:14:31:735","63583220139351","  13.867","  28.083"," 3100"," 3000"," 3100"," 3100","  11.638"," 132.100","  36.694","  10.106"," 111.159","  30.877"," 75","0"," 69"," 77","   0.800","  11.086","   3.080","  28.000","  800","  800"
"13:14:31:835","63583490567595","  13.967","  28.427"," 3100"," 3000"," 3100"," 3100","  11.394"," 133.241","  37.011","   9.911"," 112.151","  31.153"," 76","0"," 68"," 77","   0.696","  11.156","   3.099","  28.000","  800","  800"
"13:14:31:936","63583761695817","  14.067","  28.527"," 3100"," 3000"," 3100"," 3100","  11.304"," 134.376","  37.327","   9.826"," 113.138","  31.427"," 74","0"," 68"," 76","   0.709","  11.227","   3.119","  28.000","  800","  800"
"13:14:32:036","63584031910680","  14.167","  30.883"," 3100"," 3000"," 3100"," 3100","  12.103"," 135.587","  37.663","  10.514"," 114.190","  31.720"," 76","0"," 69"," 77","   0.864","  11.314","   3.143","  28.000","  600","  600"
"13:14:32:136","63584302137585","  14.267","  28.806"," 3100"," 3000"," 3100"," 3100","  11.700"," 136.758","  37.988","  10.173"," 115.209","  32.002"," 74","0"," 68"," 77","   0.831","  11.397","   3.166","  28.000","  600","  600"
"13:14:32:236","63584572696620","  14.368","  28.170"," 3100"," 3000"," 3100"," 3100","  11.364"," 137.897","  38.305","   9.882"," 116.199","  32.277"," 76","0"," 68"," 77","   0.697","  11.467","   3.185","  28.000","  600","  600"
"13:14:32:336","63584843189400","  14.468","  34.403"," 3095"," 2900"," 3100"," 3100","  13.606"," 139.260","  38.683","  11.724"," 117.373","  32.604"," 75","0"," 68"," 77","   1.096","  11.577","   3.216","  28.000","  850","  850"
"13:14:32:436","63585113732547","  14.568","  31.220"," 3097"," 2900"," 3100"," 3100","  12.402"," 140.503","  39.029","  10.780"," 118.454","  32.904"," 77","0"," 69"," 77","   0.942","  11.671","   3.242","  28.000","  800","  800"
"13:14:32:537","63585386308422","  14.669","  26.857"," 3100"," 2900"," 3100"," 3100","  11.270"," 141.640","  39.345","   9.763"," 119.439","  33.178"," 74","0"," 69"," 78","   0.742","  11.746","   3.263","  28.000","  800","  800"
"13:14:32:638","63585659093829","  14.770","  27.341"," 3100"," 3000"," 3100"," 3100","  11.289"," 142.781","  39.661","   9.799"," 120.429","  33.453"," 74","0"," 69"," 77","   0.683","  11.815","   3.282","  28.000","  800","  800"
"13:14:32:739","63585931873923","  14.871","  26.929"," 3100"," 3000"," 3100"," 3100","  11.190"," 143.911","  39.975","   9.701"," 121.409","  33.725"," 76","0"," 68"," 77","   0.684","  11.884","   3.301","  28.000","  800","  800"
"13:14:32:840","63586204670574","  14.972","  31.595"," 3099"," 2900"," 3100"," 3100","  12.086"," 145.133","  40.315","  10.536"," 122.474","  34.021"," 73","0"," 68"," 78","   0.853","  11.970","   3.325","  28.000","  700","  700"
"13:14:32:941","63586477446129","  15.073","  27.209"," 3100"," 3000"," 3100"," 3100","  11.261"," 146.270","  40.631","   9.763"," 123.460","  34.295"," 75","0"," 68"," 77","   0.730","  12.044","   3.346","  28.000","  700","  700"
"13:14:33:042","63586749793140","  15.174","  27.383"," 3100"," 3000"," 3100"," 3100","  11.309"," 147.411","  40.947","   9.820"," 124.451","  34.570"," 74","0"," 69"," 78","   0.684","  12.113","   3.365","  28.000","  700","  700"
"13:14:33:143","63587022580629","  15.275","  28.207"," 3100"," 2900"," 3100"," 3100","  11.366"," 148.559","  41.266","   9.866"," 125.448","  34.847"," 77","0"," 69"," 77","   0.704","  12.184","   3.384","  28.000","  700","  700"
"13:14:33:244","63587295352614","  15.376","  35.754"," 3100"," 3000"," 3100"," 3100","  12.902"," 149.863","  41.629","  11.360"," 126.595","  35.165"," 77","0"," 68"," 79","   0.939","  12.279","   3.411","  28.000","  600","  600"
"13:14:33:344","63587565889350","  15.476","  34.675"," 3095"," 2900"," 3100"," 3100","  13.658"," 151.231","  42.009","  11.753"," 127.773","  35.492"," 76","0"," 69"," 78","   1.174","  12.397","   3.443","  28.000","  850","  850"
"13:14:33:444","63587836227042","  15.576","  27.869"," 3099"," 2900"," 3100"," 3100","  11.352"," 152.368","  42.324","   9.860"," 128.760","  35.767"," 74","0"," 70"," 78","   0.733","  12.470","   3.464","  28.000","  850","  850"
"13:14:33:544","63588106585566","  15.676","  26.929"," 3100"," 3000"," 3100"," 3100","  11.314"," 153.501","  42.639","   9.808"," 129.742","  36.040"," 75","0"," 69"," 77","   0.705","  12.541","   3.483","  28.000","  850","  850"
"13:14:33:645","63588377080536","  15.776","  28.563"," 3098"," 2900"," 3100"," 3100","  11.764"," 154.679","  42.966","  10.175"," 130.762","  36.323"," 77","0"," 69"," 78","   0.804","  12.621","   3.506","  28.000","  800","  800"
"13:14:33:746","63588649853070","  15.877","  27.247"," 3100"," 3000"," 3100"," 3100","  11.583"," 155.850","  43.292","  10.048"," 131.777","  36.605"," 77","0"," 69"," 77","   0.793","  12.701","   3.528","  28.000","  800","  800"
"13:14:33:847","63588922631946","  15.978","  27.980"," 3100"," 3000"," 3100"," 3100","  11.338"," 156.995","  43.610","   9.850"," 132.772","  36.881"," 78","0"," 70"," 78","   0.694","  12.771","   3.548","  28.000","  800","  800"
"13:14:33:947","63589192873980","  16.078","  26.907"," 3100"," 3000"," 3100"," 3100","  11.233"," 158.119","  43.922","   9.742"," 133.747","  37.152"," 77","0"," 69"," 78","   0.696","  12.841","   3.567","  28.000","  800","  800"
"13:14:34:048","63589465652148","  16.179","  31.473"," 3098"," 2900"," 3100"," 3100","  12.025"," 159.334","  44.260","  10.442"," 134.802","  37.445"," 77","0"," 69"," 77","   0.852","  12.927","   3.591","  28.000","  550","  550"
"13:14:34:148","63589735916934","  16.279","  28.894"," 3100"," 3000"," 3100"," 3100","  11.810"," 160.516","  44.588","  10.256"," 135.829","  37.730"," 78","0"," 69"," 78","   0.829","  13.010","   3.614","  28.000","  550","  550"
"13:14:34:249","63590008690359","  16.380","  27.523"," 3100"," 3000"," 3100"," 3100","  11.266"," 161.655","  44.904","   9.782"," 136.817","  38.005"," 77","0"," 69"," 78","   0.704","  13.081","   3.634","  28.000","  550","  550"
"13:14:34:349","63590278959459","  16.480","  33.536"," 3098"," 2900"," 3100"," 3100","  13.564"," 163.012","  45.281","  11.677"," 137.986","  38.329"," 79","0"," 71"," 79","   1.087","  13.190","   3.664","  28.000","  550","  550"
"13:14:34:450","63590551777539","  16.581","  31.207"," 3097"," 2900"," 3100"," 3100","  12.177"," 164.243","  45.623","  10.590"," 139.056","  38.627"," 73","0"," 71"," 79","   0.949","  13.286","   3.691","  28.000","  500","  500"
"13:14:34:550","63590821990893","  16.681","  28.215"," 3099"," 3000"," 3100"," 3100","  11.441"," 165.388","  45.941","   9.938"," 140.050","  38.903"," 75","0"," 70"," 78","   0.751","  13.361","   3.711","  28.000","  500","  500"
"13:14:34:650","63591092494287","  16.782","  27.715"," 3100"," 2900"," 3100"," 3100","  11.308"," 166.521","  46.256","   9.828"," 141.035","  39.176"," 76","0"," 69"," 78","   0.689","  13.430","   3.731","  28.000","  500","  500"
"13:14:34:750","63591362910186","  16.882","  26.596"," 3100"," 3000"," 3100"," 3100","  11.272"," 167.650","  46.569","   9.762"," 142.013","  39.448"," 74","0"," 69"," 78","   0.688","  13.499","   3.750","  28.000","  500","  500"
"13:14:34:851","63591635686389","  16.983","  31.463"," 3100"," 2900"," 3100"," 3100","  11.993"," 168.861","  46.906","  10.447"," 143.068","  39.741"," 76","0"," 70"," 78","   0.863","  13.586","   3.774","  28.000","  500","  500"
"13:14:34:951","63591905987151","  17.083","  27.322"," 3100"," 3000"," 3100"," 3100","  11.423"," 170.005","  47.224","   9.909"," 144.060","  40.017"," 77","0"," 69"," 78","   0.736","  13.660","   3.794","  28.000","  500","  500"
"13:14:35:051","63592176039720","  17.183","  27.763"," 3100"," 3000"," 3100"," 3100","  11.374"," 171.142","  47.540","   9.884"," 145.049","  40.291"," 77","0"," 70"," 78","   0.692","  13.729","   3.814","  28.000","  500","  500"
"13:14:35:151","63592446286203","  17.283","  26.196"," 3100"," 3000"," 3100"," 3100","  11.136"," 172.257","  47.849","   9.646"," 146.014","  40.560"," 78","0"," 69"," 78","   0.679","  13.797","   3.833","  28.000","  500","  500"
"13:14:35:252","63592717667349","  17.383","  29.861"," 3099"," 2900"," 3100"," 3100","  11.696"," 173.433","  48.176","  10.169"," 147.036","  40.843"," 77","0"," 70"," 78","   0.828","  13.880","   3.856","  28.000","  500","  500"
"13:14:35:352","63592987933200","  17.484","  35.037"," 3093"," 2900"," 3100"," 3100","  13.897"," 174.824","  48.562","  11.960"," 148.234","  41.176"," 77","0"," 70"," 79","   1.189","  13.999","   3.889","  28.000","  850","  850"
"13:14:35:452","63593257985418","  17.584","  27.802"," 3100"," 3000"," 3100"," 3100","  11.352"," 175.959","  48.878","   9.865"," 149.220","  41.450"," 74","0"," 70"," 78","   0.707","  14.070","   3.908","  28.000","  850","  850"
"13:14:35:552","63593528051796","  17.684","  26.865"," 3100"," 3000"," 3100"," 3097","  11.155"," 177.075","  49.187","   9.663"," 150.187","  41.719"," 77","0"," 70"," 78","   0.703","  14.140","   3.928","  28.000","  850","  850"
"13:14:35:652","63593798282598","  17.784","  29.294"," 3098"," 2900"," 3100"," 3100","  11.893"," 178.265","  49.518","  10.306"," 151.218","  42.005"," 74","0"," 70"," 78","   0.814","  14.222","   3.951","  28.000","  800","  800"
"13:14:35:752","63594068739879","  17.884","  27.769"," 3100"," 3000"," 3100"," 3100","  11.524"," 179.419","  49.839","  10.013"," 152.221","  42.284"," 77","0"," 70"," 78","   0.795","  14.302","   3.973","  28.000","  800","  800"
"13:14:35:852","63594338931282","  17.984","  27.602"," 3099"," 2900"," 3100"," 3100","  11.304"," 180.551","  50.153","   9.821"," 153.204","  42.557"," 78","0"," 69"," 78","   0.692","  14.371","   3.992","  28.000","  800","  800"
"13:14:35:953","63594611695719","  18.085","  27.200"," 3100"," 3000"," 3100"," 3100","  11.269"," 181.689","  50.469","   9.773"," 154.191","  42.831"," 77","0"," 70"," 78","   0.706","  14.442","   4.012","  28.000","  800","  800"
"13:14:36:053","63594882161028","  18.185","  30.007"," 3099"," 3000"," 3100"," 3100","  11.873"," 182.878","  50.800","  10.286"," 155.222","  43.117"," 76","0"," 69"," 78","   0.832","  14.525","   4.035","  28.000","  600","  600"
"13:14:36:154","63595154914371","  18.286","  30.012"," 3099"," 2900"," 3100"," 3100","  11.962"," 184.087","  51.135","  10.449"," 156.277","  43.410"," 78","0"," 70"," 79","   0.835","  14.610","   4.058","  28.000","  600","  600"
"13:14:36:254","63595424960196","  18.386","  27.242"," 3099"," 2900"," 3100"," 3100","  11.310"," 185.218","  51.449","   9.816"," 157.259","  43.683"," 76","0"," 69"," 79","   0.713","  14.681","   4.078","  28.000","  600","  600"
"13:14:36:354","63595695140343","  18.486","  35.436"," 3096"," 2900"," 3100"," 3100","  13.850"," 186.604","  51.834","  11.938"," 158.453","  44.015"," 79","0"," 70"," 79","   1.142","  14.795","   4.110","  28.000","  850","  850"
"13:14:36:454","63595965275376","  18.586","  28.792"," 3098"," 2900"," 3100"," 3100","  11.832"," 187.788","  52.163","  10.225"," 159.477","  44.299"," 74","0"," 70"," 79","   0.861","  14.882","   4.134","  28.000","  750","  750"
"13:14:36:555","63596238052335","  18.687","  26.962"," 3099"," 2900"," 3100"," 3100","  11.485"," 188.948","  52.486","   9.956"," 160.482","  44.578"," 76","0"," 69"," 79","   0.748","  14.957","   4.155","  28.000","  750","  750"
"13:14:36:656","63596509638342","  18.788","  26.666"," 3099"," 2900"," 3100"," 3100","  11.161"," 190.071","  52.797","   9.668"," 161.455","  44.849"," 75","0"," 70"," 78","   0.691","  15.027","   4.174","  28.000","  750","  750"
"13:14:36:756","63596780009739","  18.888","  27.163"," 3100"," 2900"," 3100"," 3100","  11.105"," 191.183","  53.106","   9.629"," 162.419","  45.116"," 78","0"," 70"," 79","   0.691","  15.096","   4.193","  28.000","  750","  750"
"13:14:36:857","63597052780170","  18.989","  28.502"," 3099"," 2900"," 3100"," 3100","  11.614"," 192.356","  53.432","  10.054"," 163.435","  45.399"," 76","0"," 70"," 79","   0.783","  15.175","   4.215","  28.000","  650","  650"
