"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:51:21:565","69549542326512"," 446.357","  74.298"," 3100"," 3000"," 3100"," 3100","  20.243","5824.612","1617.948","  17.819","5066.231","1407.286","102","0"," 99","103","   1.161"," 373.668"," 103.797","  28.000","  650","  650"
"13:51:21:665","69549812410305"," 446.457","  76.483"," 3100"," 3000"," 3100"," 3100","  20.262","5826.639","1618.511","  17.848","5068.016","1407.782","103","0"," 99","103","   1.098"," 373.777"," 103.827","  28.000","  650","  650"
"13:51:21:766","69550082814855"," 446.557","  76.349"," 3100"," 3000"," 3100"," 3100","  20.352","5828.677","1619.077","  17.947","5069.814","1408.282","102","0","100","103","   1.070"," 373.885"," 103.857","  28.000","  650","  650"
"13:51:21:866","69550352940783"," 446.657","  77.133"," 3100"," 3000"," 3100"," 3100","  19.925","5830.670","1619.631","  17.539","5071.568","1408.769","102","0"," 99","103","   1.079"," 373.992"," 103.887","  28.000","  650","  650"
"13:51:21:966","69550623390615"," 446.758","  74.096"," 3100"," 3000"," 3100"," 3100","  19.920","5832.666","1620.185","  17.539","5073.325","1409.257","102","0"," 99","103","   1.044"," 374.097"," 103.916","  28.000","  650","  650"
"13:51:22:066","69550893685803"," 446.858","  74.860"," 3098"," 2900"," 3100"," 3100","  19.914","5834.659","1620.739","  17.409","5075.068","1409.741","102","0"," 99","103","   1.219"," 374.219"," 103.950","  28.000","  500","  500"
"13:51:22:166","69551164109775"," 446.958","  72.001"," 3100"," 3000"," 3100"," 3100","  20.156","5836.678","1621.299","  17.736","5076.844","1410.235","103","0"," 99","104","   1.149"," 374.334"," 103.982","  28.000","  500","  500"
"13:51:22:266","69551434427196"," 447.058","  75.114"," 3100"," 3000"," 3100"," 3100","  19.975","5838.678","1621.855","  17.565","5078.603","1410.723","102","0"," 99","103","   1.085"," 374.443"," 104.012","  28.000","  500","  500"
"13:51:22:366","69551704755060"," 447.158","  79.276"," 3100"," 3000"," 3100"," 3100","  19.929","5840.673","1622.409","  17.520","5080.357","1411.210","102","0"," 99","103","   1.227"," 374.565"," 104.046","  28.000","  500","  500"
"13:51:22:466","69551974975860"," 447.258","  73.094"," 3099"," 2900"," 3100"," 3100","  20.698","5842.745","1622.985","  17.683","5082.127","1411.702","102","0"," 98","102","   1.462"," 374.712"," 104.087","  28.000","  850","  850"
"13:51:22:567","69552245506416"," 447.358","  71.694"," 3100"," 3000"," 3100"," 3100","  20.144","5844.763","1623.545","  17.735","5083.904","1412.195","103","0"," 99","103","   1.097"," 374.822"," 104.117","  28.000","  850","  850"
"13:51:22:667","69552515808567"," 447.459","  74.306"," 3100"," 3000"," 3100"," 3100","  20.426","5846.808","1624.113","  17.863","5085.692","1412.692","102","0"," 99","103","   1.177"," 374.940"," 104.150","  28.000","  800","  800"
"13:51:22:767","69552785854701"," 447.559","  72.484"," 3100"," 3000"," 3100"," 3100","  20.040","5848.812","1624.670","  17.645","5087.457","1413.182","102","0"," 99","103","   1.070"," 375.047"," 104.180","  28.000","  800","  800"
"13:51:22:867","69553056085869"," 447.659","  76.020"," 3100"," 3000"," 3100"," 3100","  20.040","5850.818","1625.227","  17.637","5089.222","1413.673","103","0"," 99","103","   1.078"," 375.154"," 104.210","  28.000","  800","  800"
"13:51:22:967","69553326356943"," 447.759","  73.193"," 3100"," 3000"," 3100"," 3100","  20.257","5852.846","1625.790","  17.851","5091.009","1414.169","103","0","100","104","   1.032"," 375.258"," 104.238","  28.000","  800","  800"
"13:51:23:067","69553596443844"," 447.859","  72.433"," 3100"," 3000"," 3100"," 3100","  20.291","5854.875","1626.354","  17.877","5092.797","1414.666","103","0","100","103","   1.029"," 375.361"," 104.267","  28.000","  800","  800"
"13:51:23:167","69553866750057"," 447.959","  74.359"," 3100"," 3000"," 3100"," 3100","  20.203","5856.898","1626.916","  17.795","5094.579","1415.161","103","0","100","104","   1.057"," 375.467"," 104.296","  28.000","  800","  800"
"13:51:23:268","69554138076138"," 448.059","  76.638"," 3099"," 2900"," 3100"," 3100","  20.313","5858.939","1627.483","  17.769","5096.364","1415.657","103","0"," 99","104","   1.244"," 375.592"," 104.331","  28.000","  700","  700"
"13:51:23:368","69554408485077"," 448.160","  76.397"," 3100"," 3000"," 3100"," 3100","  20.482","5860.991","1628.053","  18.021","5098.169","1416.158","103","0","100","104","   1.248"," 375.717"," 104.366","  28.000","  650","  650"
"13:51:23:468","69554678998284"," 448.260","  74.880"," 3097"," 2900"," 3100"," 3100","  21.190","5863.114","1628.643","  18.128","5099.985","1416.663","103","0"," 99","103","   1.449"," 375.862"," 104.406","  28.000","  850","  850"
"13:51:23:568","69554949422022"," 448.360","  70.700"," 3100"," 3000"," 3100"," 3100","  20.427","5865.160","1629.211","  18.000","5101.788","1417.163","103","0","100","104","   1.038"," 375.966"," 104.435","  28.000","  850","  850"
"13:51:23:668","69555219479781"," 448.460","  72.387"," 3100"," 3000"," 3100"," 3100","  20.478","5867.208","1629.780","  18.052","5103.594","1417.665","104","0","100","105","   1.045"," 376.070"," 104.464","  28.000","  850","  850"
"13:51:23:768","69555489704262"," 448.560","  69.527"," 3100"," 3000"," 3100"," 3100","  20.146","5869.224","1630.340","  17.725","5105.368","1418.158","102","0","100","104","   1.042"," 376.175"," 104.493","  28.000","  850","  850"
"13:51:23:868","69555759785763"," 448.660","  75.416"," 3100"," 3000"," 3100"," 3100","  20.194","5871.244","1630.901","  17.566","5107.125","1418.646","101","0","100","103","   1.272"," 376.302"," 104.528","  28.000","  750","  750"
"13:51:23:969","69556031002002"," 448.761","  71.651"," 3100"," 3000"," 3100"," 3100","  20.185","5873.272","1631.464","  17.773","5108.910","1419.142","103","0","100","103","   1.122"," 376.415"," 104.560","  28.000","  750","  750"
"13:51:24:069","69556301403711"," 448.861","  72.007"," 3100"," 3000"," 3100"," 3100","  20.103","5875.285","1632.024","  17.700","5110.683","1419.634","103","0","100","103","   1.028"," 376.518"," 104.588","  28.000","  750","  750"
"13:51:24:170","69556573810284"," 448.962","  71.670"," 3100"," 3000"," 3100"," 3100","  19.965","5877.299","1632.583","  17.568","5112.455","1420.126","103","0","100","103","   1.027"," 376.621"," 104.617","  28.000","  750","  750"
"13:51:24:270","69556843876011"," 449.062","  73.189"," 3100"," 3000"," 3100"," 3100","  19.794","5879.279","1633.133","  17.409","5114.197","1420.610","104","0","100","104","   1.042"," 376.725"," 104.646","  28.000","  750","  750"
"13:51:24:370","69557114506260"," 449.162","  71.101"," 3100"," 3000"," 3100"," 3100","  19.670","5881.251","1633.681","  17.286","5115.929","1421.091","102","0","100","104","   1.077"," 376.833"," 104.676","  28.000","  750","  750"
"13:51:24:470","69557384555100"," 449.262","  76.233"," 3098"," 2900"," 3100"," 3100","  21.164","5883.368","1634.269","  17.992","5117.729","1421.591","103","0"," 98","103","   1.568"," 376.990"," 104.719","  28.000","  800","  800"
"13:51:24:570","69557654663046"," 449.362","  67.725"," 3100"," 3000"," 3100"," 3100","  20.140","5885.382","1634.828","  17.753","5119.505","1422.085","104","0","100","104","   1.015"," 377.092"," 104.748","  28.000","  800","  800"
"13:51:24:670","69557925071802"," 449.462","  58.470"," 3100"," 3000"," 3100"," 3100","  19.214","5887.307","1635.363","  17.466","5121.254","1422.571","104","0","100","104","   0.783"," 377.170"," 104.769","  28.000","  800","  800"
"13:51:24:770","69558195114084"," 449.562","  58.819"," 3099"," 2900"," 3100"," 3100","  19.266","5889.234","1635.898","  17.694","5123.024","1423.062","105","0","100","105","   0.773"," 377.247"," 104.791","  28.000","  800","  800"
"13:51:24:870","69558465287373"," 449.662","  60.034"," 3099"," 2900"," 3100"," 3100","  18.891","5891.124","1636.423","  17.315","5124.756","1423.543","103","0","100","105","   0.801"," 377.327"," 104.813","  28.000","  800","  800"
"13:51:24:970","69558735599904"," 449.762","  62.529"," 3100"," 3000"," 3100"," 3100","  18.995","5893.026","1636.952","  17.247","5126.483","1424.023","102","0"," 98","104","   0.945"," 377.422"," 104.839","  28.000","  700","  700"
"13:51:25:070","69559005734295"," 449.862","  58.441"," 3100"," 3000"," 3100"," 3100","  19.150","5894.942","1637.484","  17.566","5128.241","1424.511","102","0","100","104","   0.869"," 377.509"," 104.864","  28.000","  700","  700"
"13:51:25:171","69559276029234"," 449.962","  59.150"," 3100"," 3000"," 3100"," 3100","  19.198","5896.863","1638.018","  17.627","5130.005","1425.001","103","0","100","104","   0.765"," 377.586"," 104.885","  28.000","  700","  700"
"13:51:25:271","69559548156378"," 450.063","  59.406"," 3100"," 3000"," 3100"," 3100","  18.912","5898.770","1638.547","  17.347","5131.754","1425.487","103","0","100","104","   0.799"," 377.666"," 104.907","  28.000","  700","  700"
"13:51:25:372","69559818489108"," 450.163","  63.147"," 3100"," 3000"," 3100"," 3100","  18.885","5900.660","1639.072","  17.299","5133.486","1425.968","104","0","100","104","   0.912"," 377.757"," 104.933","  28.000","  650","  650"
"13:51:25:472","69560088581028"," 450.263","  62.840"," 3099"," 2900"," 3100"," 3100","  19.868","5902.648","1639.624","  17.437","5135.230","1426.453","102","0"," 98","104","   1.325"," 377.890"," 104.969","  28.000","  750","  750"
"13:51:25:572","69560358919359"," 450.364","  60.083"," 3100"," 3000"," 3100"," 3100","  19.079","5904.558","1640.155","  17.510","5136.983","1426.940","104","0","100","104","   0.852"," 377.975"," 104.993","  28.000","  750","  750"
"13:51:25:672","69560629305723"," 450.464","  60.035"," 3100"," 3000"," 3100"," 3100","  18.776","5906.438","1640.677","  17.229","5138.708","1427.419","102","0","100","104","   0.797"," 378.055"," 105.015","  28.000","  750","  750"
"13:51:25:772","69560899633722"," 450.564","  58.780"," 3100"," 3000"," 3100"," 3100","  18.925","5908.333","1641.204","  17.367","5140.447","1427.902","102","0","101","103","   0.780"," 378.133"," 105.037","  28.000","  750","  750"
"13:51:25:872","69561169700115"," 450.664","  57.616"," 3100"," 3000"," 3100"," 3100","  18.869","5910.221","1641.728","  17.310","5142.179","1428.383","104","0","100","105","   0.773"," 378.210"," 105.058","  28.000","  750","  750"
"13:51:25:972","69561439822224"," 450.764","  64.699"," 3100"," 3000"," 3100"," 3100","  18.535","5912.075","1642.243","  16.829","5143.862","1428.851","104","0"," 96","104","   0.999"," 378.310"," 105.086","  28.000","  600","  600"
"13:51:26:072","69561710195415"," 450.864","  56.607"," 3099"," 2900"," 3100"," 3100","  19.330","5914.011","1642.781","  17.739","5145.639","1429.344","104","0","101","105","   0.835"," 378.394"," 105.109","  28.000","  600","  600"
"13:51:26:172","69561980650635"," 450.964","  60.342"," 3100"," 3000"," 3100"," 3100","  19.423","5915.956","1643.321","  17.837","5147.425","1429.840","104","0","100","105","   0.799"," 378.474"," 105.132","  28.000","  600","  600"
"13:51:26:273","69562251062769"," 451.064","  57.348"," 3100"," 3000"," 3100"," 3100","  19.154","5917.874","1643.854","  17.577","5149.186","1430.329","103","0","101","104","   0.783"," 378.552"," 105.153","  28.000","  600","  600"
"13:51:26:373","69562521459255"," 451.164","  61.401"," 3100"," 3000"," 3100"," 3100","  18.622","5919.739","1644.372","  16.948","5150.883","1430.801","102","0"," 99","104","   1.058"," 378.658"," 105.183","  28.000","  550","  550"
"13:51:26:473","69562792003899"," 451.265","  62.246"," 3098"," 2900"," 3100"," 3100","  20.341","5921.778","1644.938","  18.044","5152.691","1431.303","103","0"," 99","104","   1.245"," 378.783"," 105.218","  28.000","  850","  850"
"13:51:26:573","69563062121832"," 451.365","  55.686"," 3099"," 3000"," 3100"," 3100","  18.461","5923.624","1645.451","  16.586","5154.350","1431.764","105","0"," 99","105","   0.988"," 378.882"," 105.245","  28.000","  850","  850"
"13:51:26:673","69563332255389"," 451.465","  37.413"," 3100"," 2900"," 3100"," 3100","  15.046","5925.130","1645.869","  13.012","5155.652","1432.126","102","0"," 93","105","   0.763"," 378.958"," 105.266","  28.000","  850","  850"
"13:51:26:773","69563602323108"," 451.565","  36.874"," 3099"," 2900"," 3100"," 3100","  14.730","5926.603","1646.279","  13.117","5156.964","1432.490","101","0"," 92","103","   0.742"," 379.033"," 105.287","  28.000","  850","  850"
"13:51:26:873","69563872454130"," 451.665","  37.529"," 3099"," 2900"," 3100"," 3100","  14.784","5928.082","1646.690","  13.042","5158.269","1432.853","101","0"," 92","102","   0.866"," 379.119"," 105.311","  28.000","  850","  850"
"13:51:26:973","69564142615200"," 451.765","  38.648"," 3100"," 3000"," 3100"," 3100","  14.681","5929.551","1647.098","  13.050","5159.575","1433.215","100","0"," 91","102","   0.866"," 379.206"," 105.335","  28.000","  850","  850"
"13:51:27:073","69564412693551"," 451.865","  36.315"," 3100"," 3000"," 3100"," 3100","  14.171","5930.969","1647.491","  12.556","5160.831","1433.564","100","0"," 92","101","   0.808"," 379.287"," 105.357","  28.000","  850","  850"
"13:51:27:173","69564682885569"," 451.965","  37.142"," 3099"," 2900"," 3100"," 3100","  14.385","5932.408","1647.891","  12.780","5162.110","1433.919","100","0"," 92","101","   0.804"," 379.367"," 105.380","  28.000","  850","  850"
"13:51:27:273","69564953377563"," 452.065","  40.478"," 3096"," 2900"," 3100"," 3100","  15.315","5933.943","1648.317","  13.504","5163.463","1434.295"," 99","0"," 91","101","   1.014"," 379.469"," 105.408","  28.000","  600","  600"
"13:51:27:373","69565223612628"," 452.165","  43.678"," 3096"," 2900"," 3100"," 3100","  16.629","5935.607","1648.780","  14.435","5164.907","1434.697"," 99","0"," 92","101","   1.254"," 379.594"," 105.443","  28.000","  850","  850"
"13:51:27:474","69565494288198"," 452.266","  36.283"," 3099"," 2900"," 3100"," 3100","  14.203","5937.031","1649.175","  12.569","5166.167","1435.047"," 99","0"," 92","101","   0.908"," 379.685"," 105.468","  28.000","  850","  850"
"13:51:27:574","69565764646161"," 452.366","  36.873"," 3098"," 2900"," 3100"," 3098","  14.166","5938.449","1649.569","  12.539","5167.423","1435.395"," 99","0"," 91","101","   0.811"," 379.766"," 105.491","  28.000","  850","  850"
"13:51:27:674","69566034937761"," 452.466","  37.611"," 3100"," 3000"," 3100"," 3100","  14.500","5939.901","1649.972","  12.741","5168.699","1435.750"," 99","0"," 90","101","   0.931"," 379.860"," 105.517","  28.000","  800","  800"
"13:51:27:774","69566305138458"," 452.566","  38.557"," 3099"," 2800"," 3100"," 3100","  14.237","5941.326","1650.368","  12.596","5169.959","1436.100"," 98","0"," 90","101","   0.903"," 379.950"," 105.542","  28.000","  800","  800"
"13:51:27:874","69566575292922"," 452.666","  38.728"," 3099"," 2900"," 3100"," 3098","  14.185","5942.745","1650.762","  12.559","5171.216","1436.449"," 98","0"," 92","101","   0.853"," 380.035"," 105.565","  28.000","  800","  800"
"13:51:27:974","69566846063307"," 452.766","  39.869"," 3097"," 2800"," 3100"," 3098","  14.345","5944.184","1651.162","  12.718","5172.491","1436.803"," 97","0"," 90","100","   0.892"," 380.125"," 105.590","  28.000","  800","  800"
"13:51:28:074","69567116254104"," 452.866","  47.505"," 3098"," 2900"," 3100"," 3099","  14.999","5945.685","1651.579","  13.349","5173.827","1437.174"," 98","0"," 93","100","   1.094"," 380.234"," 105.621","  28.000","  800","  800"
"13:51:28:175","69567386457051"," 452.966","  43.452"," 3096"," 2600"," 3100"," 3098","  15.535","5947.239","1652.011","  13.329","5175.161","1437.545"," 98","0"," 92","100","   1.048"," 380.339"," 105.650","  28.000","  700","  700"
"13:51:28:275","69567656549244"," 453.066","  36.547"," 3100"," 3000"," 3100"," 3100","  14.256","5948.665","1652.407","  12.461","5176.407","1437.891"," 99","0"," 90","100","   0.801"," 380.419"," 105.672","  28.000","  700","  700"
"13:51:28:375","69567926973438"," 453.167","  44.313"," 3091"," 2900"," 3100"," 3100","  16.433","5950.311","1652.864","  14.235","5177.833","1438.287","100","0"," 90","100","   1.190"," 380.538"," 105.705","  28.000","  850","  850"
"13:51:28:475","69568197117273"," 453.267","  36.171"," 3100"," 3000"," 3100"," 3100","  14.208","5951.733","1653.259","  12.583","5179.092","1438.637"," 99","0"," 92","101","   0.898"," 380.628"," 105.730","  28.000","  850","  850"
"13:51:28:575","69568467283782"," 453.367","  39.010"," 3099"," 2900"," 3100"," 3100","  14.762","5953.210","1653.669","  12.947","5180.387","1438.997"," 99","0"," 91","101","   1.005"," 380.729"," 105.758","  28.000","  650","  650"
"13:51:28:676","69568740030186"," 453.468","  35.283"," 3099"," 2900"," 3100"," 3100","  14.242","5954.648","1654.069","  12.602","5181.660","1439.350"," 98","0"," 90","101","   0.835"," 380.813"," 105.781","  28.000","  650","  650"
"13:51:28:776","69569010171699"," 453.568","  36.169"," 3100"," 2900"," 3100"," 3098","  14.139","5956.063","1654.462","  12.532","5182.914","1439.698"," 99","0"," 92","100","   0.802"," 380.893"," 105.804","  28.000","  650","  650"
"13:51:28:876","69569280705135"," 453.668","  35.695"," 3100"," 3000"," 3100"," 3098","  14.072","5957.473","1654.854","  12.454","5184.162","1440.045"," 99","0"," 90","100","   0.768"," 380.970"," 105.825","  28.000","  650","  650"
"13:51:28:976","69569551049229"," 453.768","  41.433"," 3100"," 2900"," 3100"," 3098","  14.918","5958.967","1655.269","  13.190","5185.483","1440.412"," 98","0"," 91","100","   1.010"," 381.071"," 105.853","  28.000","  500","  500"
"13:51:29:076","69569821129080"," 453.868","  36.793"," 3099"," 2800"," 3100"," 3098","  14.034","5960.371","1655.659","  12.320","5186.715","1440.754"," 97","0"," 90","100","   0.854"," 381.157"," 105.877","  28.000","  500","  500"
"13:51:29:177","69570091639839"," 453.968","  34.102"," 3098"," 2900"," 3100"," 3100","  14.131","5961.786","1656.052","  11.799","5187.897","1441.083"," 99","0"," 90"," 99","   0.793"," 381.236"," 105.899","  28.000","  500","  500"
"13:51:29:277","69570363378039"," 454.069","  39.338"," 3098"," 2400"," 3100"," 3098","  14.647","5963.260","1656.461","  12.506","5189.156","1441.432"," 99","0"," 90","100","   0.824"," 381.319"," 105.922","  28.000","  500","  500"
"13:51:29:377","69570633668676"," 454.169","  47.361"," 3100"," 2900"," 3100"," 3100","  15.483","5964.810","1656.892","  13.691","5190.527","1441.813"," 98","0"," 90","100","   1.210"," 381.440"," 105.956","  28.000","  850","  850"
"13:51:29:477","69570903567582"," 454.269","  40.721"," 3097"," 2900"," 3100"," 3097","  15.308","5966.341","1657.317","  13.124","5191.839","1442.177"," 98","0"," 91","100","   1.149"," 381.555"," 105.988","  28.000","  850","  850"
"13:51:29:577","69571173729009"," 454.369","  41.635"," 3099"," 2900"," 3100"," 3100","  14.053","5967.747","1657.707","  12.446","5193.084","1442.523"," 98","0"," 90","100","   0.882"," 381.643"," 106.012","  28.000","  850","  850"
"13:51:29:677","69571443819393"," 454.469","  38.565"," 3099"," 2900"," 3100"," 3100","  14.073","5969.155","1658.099","  12.462","5194.331","1442.870"," 99","0"," 90","100","   0.844"," 381.728"," 106.036","  28.000","  850","  850"
"13:51:29:778","69571714286352"," 454.569","  37.588"," 3099"," 3000"," 3100"," 3100","  14.146","5970.572","1658.492","  12.524","5195.585","1443.218"," 97","0"," 90","100","   0.838"," 381.812"," 106.059","  28.000","  850","  850"
"13:51:29:878","69571984602855"," 454.669","  37.961"," 3098"," 2900"," 3100"," 3100","  14.652","5972.039","1658.900","  12.876","5196.874","1443.576"," 99","0"," 90","100","   0.996"," 381.912"," 106.087","  28.000","  800","  800"
"13:51:29:978","69572255059818"," 454.770","  37.548"," 3099"," 3000"," 3100"," 3098","  14.108","5973.452","1659.292","  12.481","5198.124","1443.923"," 98","0"," 90","100","   0.835"," 381.995"," 106.110","  28.000","  800","  800"
"13:51:30:078","69572525151006"," 454.870","  35.839"," 3100"," 3000"," 3100"," 3100","  14.314","5974.884","1659.690","  12.696","5199.394","1444.276"," 99","0"," 90","100","   0.752"," 382.070"," 106.131","  28.000","  800","  800"
"13:51:30:179","69572797914720"," 454.971","  36.789"," 3100"," 3000"," 3100"," 3100","  14.109","5976.309","1660.086","  12.503","5200.657","1444.627"," 99","0"," 92","101","   0.788"," 382.150"," 106.153","  28.000","  800","  800"
"13:51:30:279","69573068378568"," 455.071","  39.199"," 3099"," 2900"," 3100"," 3100","  15.407","5977.852","1660.515","  13.664","5202.026","1445.007","100","0"," 92","100","   0.899"," 382.240"," 106.178","  28.000","  650","  650"
"13:51:30:379","69573338789238"," 455.171","  43.821"," 3100"," 3000"," 3100"," 3100","  15.971","5979.452","1660.959","  13.978","5203.426","1445.396"," 97","0"," 91","101","   1.135"," 382.354"," 106.209","  28.000","  850","  850"
"13:51:30:479","69573608967717"," 455.271","  37.206"," 3100"," 2900"," 3100"," 3100","  15.153","5980.968","1661.380","  13.289","5204.756","1445.766"," 99","0"," 90","101","   0.944"," 382.448"," 106.236","  28.000","  850","  850"
"13:51:30:579","69573879120456"," 455.371","  34.571"," 3100"," 3000"," 3100"," 3100","  14.308","5982.400","1661.778","  12.691","5206.026","1446.118","100","0"," 90","100","   0.721"," 382.520"," 106.256","  28.000","  850","  850"
"13:51:30:679","69574149464142"," 455.471","  39.426"," 3100"," 3000"," 3100"," 3100","  17.118","5984.114","1662.254","  14.305","5207.458","1446.516"," 99","0"," 92","100","   0.963"," 382.617"," 106.282","  28.000","  800","  800"
"13:51:30:780","69574419768459"," 455.571","  34.931"," 3100"," 3000"," 3100"," 3100","  14.450","5985.560","1662.656","  12.815","5208.741","1446.872","100","0"," 90","100","   0.818"," 382.699"," 106.305","  28.000","  800","  800"
"13:51:30:880","69574690196958"," 455.672","  36.215"," 3100"," 3000"," 3100"," 3100","  14.392","5987.002","1663.056","  12.789","5210.022","1447.228"," 99","0"," 90","100","   0.728"," 382.772"," 106.325","  28.000","  800","  800"
"13:51:30:980","69574960274259"," 455.772","  35.235"," 3099"," 3000"," 3100"," 3100","  14.154","5988.418","1663.449","  12.545","5211.277","1447.577"," 99","0"," 89","100","   0.762"," 382.848"," 106.347","  28.000","  800","  800"
"13:51:31:081","69575233039962"," 455.873","  40.968"," 3100"," 3000"," 3100"," 3100","  15.592","5989.993","1663.887","  13.863","5212.677","1447.966","100","0"," 92","100","   0.934"," 382.942"," 106.373","  28.000","  650","  650"
"13:51:31:182","69575505265644"," 455.973","  35.187"," 3100"," 3000"," 3100"," 3100","  14.394","5991.444","1664.290","  12.773","5213.965","1448.324","100","0"," 92","100","   0.792"," 383.022"," 106.395","  28.000","  650","  650"
"13:51:31:283","69575778052413"," 456.074","  36.129"," 3100"," 3000"," 3100"," 3100","  14.572","5992.916","1664.699","  12.964","5215.275","1448.687","100","0"," 90","100","   0.743"," 383.097"," 106.416","  28.000","  650","  650"
"13:51:31:384","69576050832531"," 456.176","  41.223"," 3093"," 2900"," 3100"," 3100","  16.223","5994.555","1665.154","  14.032","5216.692","1449.081"," 98","0"," 92","100","   1.104"," 383.209"," 106.447","  28.000","  850","  850"
"13:51:31:484","69576321400362"," 456.276","  38.688"," 3099"," 2900"," 3100"," 3100","  15.079","5996.066","1665.574","  13.301","5218.025","1449.451","100","0"," 90","100","   0.989"," 383.308"," 106.474","  28.000","  750","  750"
"13:51:31:584","69576591862812"," 456.376","  36.534"," 3100"," 3000"," 3100"," 3100","  14.428","5997.512","1665.975","  12.818","5219.309","1449.808"," 98","0"," 90","100","   0.754"," 383.383"," 106.495","  28.000","  750","  750"
"13:51:31:684","69576862146066"," 456.476","  35.622"," 3100"," 3000"," 3100"," 3100","  14.401","5998.953","1666.376","  12.797","5220.590","1450.164","100","0"," 91","100","   0.731"," 383.456"," 106.516","  28.000","  750","  750"
"13:51:31:785","69577134928743"," 456.577","  34.886"," 3100"," 3000"," 3100"," 3100","  14.270","6000.395","1666.776","  12.658","5221.869","1450.519"," 98","0"," 89","100","   0.739"," 383.531"," 106.536","  28.000","  750","  750"
"13:51:31:885","69577405426608"," 456.677","  37.899"," 3098"," 2900"," 3100"," 3098","  14.586","6001.856","1667.182","  12.878","5223.159","1450.878"," 97","0"," 89","100","   0.891"," 383.620"," 106.561","  28.000","  650","  650"
"13:51:31:986","69577678201875"," 456.778","  34.701"," 3100"," 3000"," 3100"," 3100","  14.424","6003.313","1667.587","  12.795","5224.452","1451.237"," 98","0"," 89","100","   0.747"," 383.696"," 106.582","  28.000","  650","  650"
"13:51:32:087","69577948533135"," 456.878","  35.761"," 3099"," 3000"," 3100"," 3100","  14.264","6004.742","1667.984","  12.638","5225.717","1451.588"," 99","0"," 90"," 99","   0.745"," 383.770"," 106.603","  28.000","  650","  650"
"13:51:32:187","69578219045802"," 456.979","  35.418"," 3100"," 2900"," 3100"," 3100","  14.337","6006.178","1668.383","  12.728","5226.993","1451.942"," 98","0"," 89","100","   0.739"," 383.844"," 106.623","  28.000","  650","  650"
"13:51:32:287","69578489132463"," 457.079","  40.672"," 3099"," 2900"," 3100"," 3100","  14.965","6007.675","1668.799","  13.220","5228.315","1452.310"," 98","0"," 90","100","   0.995"," 383.944"," 106.651","  28.000","  500","  500"
"13:51:32:388","69578761927986"," 457.180","  41.812"," 3098"," 2900"," 3100"," 3100","  15.488","6009.240","1669.233","  13.611","5229.690","1452.692"," 97","0"," 90","100","   1.109"," 384.056"," 106.682","  28.000","  500","  500"
"13:51:32:489","69579034719516"," 457.281","  36.869"," 3100"," 3000"," 3100"," 3100","  14.708","6010.726","1669.646","  13.071","5231.011","1453.059"," 96","0"," 89"," 99","   0.859"," 384.143"," 106.706","  28.000","  500","  500"
"13:51:32:590","69579307487142"," 457.382","  35.073"," 3100"," 3000"," 3100"," 3100","  14.264","6012.167","1670.046","  12.655","5232.289","1453.414"," 98","0"," 90","100","   0.727"," 384.216"," 106.727","  28.000","  500","  500"
"13:51:32:691","69579580271691"," 457.483","  37.644"," 3099"," 2900"," 3100"," 3100","  14.447","6013.626","1670.452","  12.728","5233.575","1453.771"," 95","0"," 89","100","   0.896"," 384.307"," 106.752","  28.000","  550","  550"
"13:51:32:791","69579850837485"," 457.583","  35.408"," 3099"," 2900"," 3100"," 3100","  14.503","6015.080","1670.855","  12.869","5234.865","1454.129"," 99","0"," 89","100","   0.814"," 384.388"," 106.774","  28.000","  550","  550"
"13:51:32:891","69580121229099"," 457.683","  36.701"," 3100"," 3000"," 3100"," 3100","  14.607","6016.542","1671.262","  12.954","5236.162","1454.489"," 97","0"," 90","100","   0.736"," 384.462"," 106.795","  28.000","  550","  550"
"13:51:32:992","69580392495111"," 457.784","  35.076"," 3100"," 3000"," 3100"," 3100","  14.353","6017.984","1671.662","  12.715","5237.440","1454.844"," 98","0"," 89","100","   0.756"," 384.538"," 106.816","  28.000","  550","  550"
"13:51:33:092","69580662573162"," 457.884","  38.146"," 3100"," 3000"," 3100"," 3100","  14.770","6019.462","1672.073","  13.082","5238.748","1455.208"," 98","0"," 90"," 99","   0.863"," 384.624"," 106.840","  28.000","  500","  500"
"13:51:33:192","69580932672321"," 457.984","  36.523"," 3099"," 3000"," 3100"," 3100","  14.808","6020.943","1672.484","  13.175","5240.066","1455.574"," 96","0"," 91"," 99","   0.836"," 384.708"," 106.863","  28.000","  500","  500"
"13:51:33:292","69581203678188"," 458.084","  35.487"," 3100"," 3000"," 3100"," 3100","  14.409","6022.390","1672.886","  12.798","5241.351","1455.931"," 98","0"," 89"," 99","   0.736"," 384.782"," 106.884","  28.000","  500","  500"
