"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:39:07:989","67569051187323"," 588.212","  43.922"," 3099"," 2900"," 3100"," 3097","  16.332","7559.789","2099.941","  14.763","6570.929","1825.258"," 93","0"," 90"," 99","   0.819"," 484.733"," 134.648","  28.000","  700","  700"
"13:39:08:090","67569323924112"," 588.313","  42.517"," 3099"," 3000"," 3100"," 3098","  16.361","7561.441","2100.400","  14.787","6572.422","1825.673"," 95","0"," 89","100","   0.782"," 484.812"," 134.670","  28.000","  700","  700"
"13:39:08:190","67569594328494"," 588.413","  49.600"," 3098"," 2900"," 3100"," 3099","  16.722","7563.116","2100.866","  15.033","6573.928","1826.091"," 96","0"," 92"," 99","   1.032"," 484.916"," 134.699","  28.000","  500","  500"
"13:39:08:290","67569864453567"," 588.513","  48.463"," 3099"," 2900"," 3100"," 3100","  16.814","7564.798","2101.333","  15.204","6575.449","1826.514"," 98","0"," 92"," 98","   1.027"," 485.018"," 134.727","  28.000","  500","  500"
"13:39:08:390","67570134555198"," 588.613","  49.786"," 3095"," 2800"," 3100"," 3096","  16.986","7566.497","2101.805","  14.827","6576.932","1826.926"," 96","0"," 89"," 98","   1.366"," 485.155"," 134.765","  28.000","  850","  850"
"13:39:08:490","67570404659193"," 588.713","  44.459"," 3099"," 2900"," 3100"," 3095","  15.909","7568.089","2102.247","  14.352","6578.368","1827.324"," 98","0"," 90"," 98","   0.880"," 485.243"," 134.790","  28.000","  850","  850"
"13:39:08:591","67570674910317"," 588.813","  45.123"," 3098"," 2900"," 3100"," 3095","  15.785","7569.669","2102.686","  14.198","6579.789","1827.719"," 94","0"," 89"," 99","   0.896"," 485.333"," 134.815","  28.000","  850","  850"
"13:39:08:691","67570945291599"," 588.913","  45.803"," 3097"," 2800"," 3100"," 3098","  16.129","7571.284","2103.134","  14.397","6581.231","1828.120"," 93","0"," 91"," 99","   1.059"," 485.439"," 134.844","  28.000","  800","  800"
"13:39:08:791","67571215573161"," 589.013","  45.979"," 3097"," 2900"," 3100"," 3097","  15.626","7572.848","2103.569","  14.044","6582.636","1828.510"," 97","0"," 88"," 98","   0.923"," 485.531"," 134.870","  28.000","  800","  800"
"13:39:08:891","67571485627458"," 589.113","  44.181"," 3099"," 3000"," 3100"," 3098","  15.983","7574.447","2104.013","  14.392","6584.076","1828.910"," 94","0"," 88"," 98","   0.866"," 485.618"," 134.894","  28.000","  800","  800"
"13:39:08:991","67571756038413"," 589.213","  48.523"," 3098"," 2900"," 3100"," 3097","  15.708","7576.020","2104.450","  14.147","6585.493","1829.304"," 96","0"," 88"," 97","   0.943"," 485.712"," 134.920","  28.000","  800","  800"
"13:39:09:091","67572026562105"," 589.314","  56.339"," 3099"," 3000"," 3100"," 3099","  16.900","7577.713","2104.920","  15.209","6587.017","1829.727"," 93","0"," 89"," 98","   1.198"," 485.832"," 134.953","  28.000","  700","  700"
"13:39:09:191","67572296920161"," 589.414","  48.303"," 3100"," 3000"," 3100"," 3100","  15.747","7579.290","2105.358","  14.180","6588.436","1830.121"," 97","0"," 89"," 99","   1.015"," 485.934"," 134.982","  28.000","  700","  700"
"13:39:09:291","67572567326607"," 589.514","  46.209"," 3099"," 3000"," 3100"," 3100","  16.169","7580.909","2105.808","  14.606","6589.899","1830.528"," 97","0"," 89"," 98","   0.985"," 486.033"," 135.009","  28.000","  700","  700"
"13:39:09:393","67572840044001"," 589.615","  65.948"," 3096"," 2900"," 3100"," 3100","  19.110","7582.840","2106.344","  16.790","6591.595","1830.999"," 96","0"," 93"," 99","   1.536"," 486.188"," 135.052","  28.000","  850","  850"
"13:39:09:493","67573110267288"," 589.715","  60.815"," 3098"," 2900"," 3100"," 3100","  19.391","7584.780","2106.883","  16.907","6593.287","1831.469","100","0"," 95","100","   1.143"," 486.302"," 135.084","  28.000","  800","  800"
"13:39:09:593","67573380328035"," 589.815","  57.164"," 3098"," 2900"," 3100"," 3094","  18.252","7586.606","2107.391","  15.846","6594.872","1831.909"," 97","0"," 93","100","   1.060"," 486.408"," 135.113","  28.000","  800","  800"
"13:39:09:693","67573650664695"," 589.915","  56.436"," 3099"," 2900"," 3100"," 3099","  18.235","7588.432","2107.898","  15.835","6596.458","1832.349"," 97","0"," 91"," 99","   1.007"," 486.509"," 135.141","  28.000","  800","  800"
"13:39:09:793","67573921036116"," 590.015","  58.177"," 3099"," 3000"," 3100"," 3099","  18.002","7590.234","2108.398","  15.597","6598.020","1832.783"," 97","0"," 92","100","   1.050"," 486.614"," 135.171","  28.000","  800","  800"
"13:39:09:893","67574191564818"," 590.115","  56.346"," 3099"," 2900"," 3100"," 3100","  17.607","7591.999","2108.889","  15.213","6599.544","1833.207"," 97","0"," 93"," 99","   0.995"," 486.714"," 135.198","  28.000","  800","  800"
"13:39:09:993","67574461958970"," 590.216","  59.475"," 3099"," 2900"," 3100"," 3100","  18.714","7593.873","2109.409","  16.134","6601.160","1833.655"," 98","0"," 93"," 99","   1.195"," 486.833"," 135.232","  28.000","  600","  600"
"13:39:10:093","67574732463174"," 590.316","  56.404"," 3100"," 3000"," 3100"," 3099","  18.007","7595.677","2109.910","  15.578","6602.720","1834.089"," 96","0"," 93"," 99","   1.092"," 486.943"," 135.262","  28.000","  600","  600"
"13:39:10:193","67575002594781"," 590.416","  55.359"," 3099"," 2900"," 3100"," 3099","  18.045","7597.482","2110.412","  15.623","6604.283","1834.523"," 96","0"," 91","100","   0.977"," 487.041"," 135.289","  28.000","  600","  600"
"13:39:10:294","67575272948511"," 590.516","  59.473"," 3099"," 2900"," 3100"," 3100","  17.798","7599.264","2110.907","  15.389","6605.824","1834.951"," 99","0"," 92"," 99","   1.108"," 487.152"," 135.320","  28.000","  600","  600"
"13:39:10:394","67575543011538"," 590.616","  65.050"," 3099"," 3000"," 3100"," 3100","  20.019","7601.267","2111.463","  16.992","6607.524","1835.423"," 98","0"," 93"," 99","   1.437"," 487.295"," 135.360","  28.000","  850","  850"
"13:39:10:494","67575813365655"," 590.716","  58.318"," 3099"," 3000"," 3100"," 3100","  18.515","7603.121","2111.978","  15.931","6609.119","1835.866"," 97","0"," 93","100","   1.224"," 487.418"," 135.394","  28.000","  800","  800"
"13:39:10:595","67576086116400"," 590.817","  56.622"," 3100"," 3000"," 3100"," 3100","  18.132","7604.952","2112.487","  15.712","6610.706","1836.307"," 98","0"," 90","100","   1.004"," 487.519"," 135.422","  28.000","  800","  800"
"13:39:10:695","67576356226707"," 590.917","  62.180"," 3099"," 3000"," 3100"," 3098","  18.301","7606.783","2112.995","  15.877","6612.295","1836.749"," 97","0"," 91"," 99","   1.116"," 487.631"," 135.453","  28.000","  800","  800"
"13:39:10:796","67576628097702"," 591.018","  56.957"," 3099"," 3000"," 3100"," 3099","  17.886","7608.584","2113.496","  15.470","6613.852","1837.181"," 98","0"," 92","100","   0.999"," 487.732"," 135.481","  28.000","  800","  800"
"13:39:10:896","67576899500574"," 591.118","  55.937"," 3099"," 3000"," 3100"," 3100","  17.905","7610.384","2113.996","  15.522","6615.413","1837.615"," 98","0"," 93","101","   0.995"," 487.832"," 135.509","  28.000","  800","  800"
"13:39:10:996","67577169779667"," 591.218","  58.846"," 3100"," 3000"," 3100"," 3100","  18.620","7612.248","2114.513","  16.106","6617.025","1838.062"," 98","0"," 92","101","   1.132"," 487.945"," 135.540","  28.000","  700","  700"
"13:39:11:096","67577439836232"," 591.318","  57.721"," 3100"," 3000"," 3100"," 3100","  17.881","7614.036","2115.010","  15.462","6618.571","1838.492"," 97","0"," 91","100","   1.079"," 488.053"," 135.570","  28.000","  700","  700"
"13:39:11:197","67577711639640"," 591.419","  57.980"," 3100"," 2900"," 3100"," 3100","  18.037","7615.852","2115.514","  15.621","6620.144","1838.929"," 99","0"," 92","100","   0.983"," 488.152"," 135.598","  28.000","  700","  700"
"13:39:11:297","67577982088680"," 591.519","  59.112"," 3098"," 2800"," 3100"," 3094","  18.057","7617.661","2116.017","  15.653","6621.712","1839.364"," 98","0"," 91","100","   1.063"," 488.258"," 135.627","  28.000","  700","  700"
"13:39:11:397","67578252337395"," 591.619","  59.772"," 3100"," 2900"," 3100"," 3099","  18.863","7619.549","2116.541","  15.914","6623.305","1839.807","100","0"," 93","100","   1.350"," 488.393"," 135.665","  28.000","  850","  850"
"13:39:11:498","67578523584819"," 591.720","  64.957"," 3097"," 2900"," 3100"," 3098","  19.353","7621.493","2117.081","  16.777","6624.990","1840.275"," 99","0"," 92","101","   1.235"," 488.517"," 135.699","  28.000","  800","  800"
"13:39:11:598","67578793768305"," 591.820","  55.960"," 3099"," 2900"," 3100"," 3096","  18.186","7623.313","2117.587","  15.765","6626.568","1840.713"," 97","0"," 93","101","   1.062"," 488.624"," 135.729","  28.000","  800","  800"
"13:39:11:698","67579064156889"," 591.920","  57.703"," 3098"," 2900"," 3100"," 3100","  17.361","7625.051","2118.070","  14.951","6628.065","1841.129"," 98","0"," 92"," 99","   1.137"," 488.738"," 135.760","  28.000","  800","  800"
"13:39:11:798","67579334207643"," 592.020","  57.403"," 3099"," 2900"," 3100"," 3099","  17.690","7626.821","2118.561","  15.269","6629.592","1841.553"," 98","0"," 92"," 99","   1.137"," 488.851"," 135.792","  28.000","  800","  800"
"13:39:11:898","67579604693451"," 592.120","  59.111"," 3098"," 2900"," 3100"," 3099","  18.090","7628.633","2119.065","  15.688","6631.164","1841.990"," 97","0"," 92"," 98","   1.175"," 488.969"," 135.825","  28.000","  800","  800"
"13:39:11:998","67579874827143"," 592.220","  62.116"," 3097"," 2900"," 3100"," 3097","  18.289","7630.463","2119.573","  15.723","6632.737","1842.427"," 98","0"," 93"," 99","   1.373"," 489.106"," 135.863","  28.000","  550","  550"
"13:39:12:098","67580145972552"," 592.321","  57.351"," 3099"," 2900"," 3100"," 3100","  17.301","7632.200","2120.056","  14.874","6634.231","1842.842"," 96","0"," 90"," 99","   1.124"," 489.219"," 135.894","  28.000","  550","  550"
"13:39:12:199","67580416386927"," 592.421","  58.020"," 3098"," 2900"," 3100"," 3100","  17.793","7633.982","2120.551","  15.381","6635.771","1843.270"," 97","0"," 91"," 99","   1.144"," 489.334"," 135.926","  28.000","  550","  550"
"13:39:12:299","67580686841553"," 592.521","  48.517"," 3099"," 3000"," 3100"," 3100","  16.443","7635.629","2121.008","  14.035","6637.177","1843.660"," 96","0"," 90"," 98","   1.051"," 489.439"," 135.955","  28.000","  550","  550"
"13:39:12:399","67580956900485"," 592.621","  45.953"," 3097"," 2900"," 3100"," 3100","  16.747","7637.304","2121.473","  13.765","6638.554","1844.043"," 94","0"," 90"," 98","   1.298"," 489.569"," 135.991","  28.000","  850","  850"
"13:39:12:500","67581229688931"," 592.722","  43.063"," 3095"," 2900"," 3100"," 3098","  15.846","7638.905","2121.918","  13.249","6639.892","1844.415"," 94","0"," 89"," 97","   1.127"," 489.683"," 136.023","  28.000","  800","  800"
"13:39:12:600","67581499944732"," 592.822","  43.382"," 3100"," 3000"," 3100"," 3098","  15.449","7640.452","2122.348","  13.028","6641.196","1844.777"," 95","0"," 89"," 98","   0.935"," 489.776"," 136.049","  28.000","  800","  800"
"13:39:12:700","67581770422203"," 592.922","  33.771"," 3100"," 3000"," 3100"," 3100","  14.163","7641.870","2122.742","  11.753","6642.374","1845.104"," 95","0"," 89"," 99","   0.781"," 489.855"," 136.071","  28.000","  800","  800"
"13:39:12:800","67582040668221"," 593.023","  43.671"," 3099"," 2900"," 3100"," 3099","  14.975","7643.369","2123.158","  12.983","6643.673","1845.465"," 97","0"," 88"," 97","   0.861"," 489.941"," 136.095","  28.000","  800","  800"
"13:39:12:900","67582310746377"," 593.123","  47.706"," 3099"," 2900"," 3100"," 3100","  16.231","7644.993","2123.609","  14.273","6645.101","1845.861"," 97","0"," 88"," 97","   1.037"," 490.044"," 136.123","  28.000","  700","  700"
"13:39:13:000","67582581154119"," 593.223","  46.640"," 3100"," 2900"," 3100"," 3100","  16.304","7646.626","2124.063","  14.677","6646.571","1846.270"," 97","0"," 88"," 99","   1.002"," 490.145"," 136.151","  28.000","  700","  700"
"13:39:13:101","67582852188864"," 593.323","  44.419"," 3098"," 2900"," 3100"," 3097","  15.578","7648.190","2124.497","  13.995","6647.976","1846.660"," 96","0"," 89"," 98","   0.914"," 490.237"," 136.177","  28.000","  700","  700"
"13:39:13:201","67583122515126"," 593.423","  44.980"," 3099"," 2900"," 3100"," 3100","  15.905","7649.782","2124.939","  14.312","6649.409","1847.058"," 97","0"," 89"," 99","   0.902"," 490.327"," 136.202","  28.000","  700","  700"
"13:39:13:301","67583392574985"," 593.523","  46.747"," 3099"," 2900"," 3100"," 3100","  15.948","7651.377","2125.383","  14.025","6650.812","1847.448"," 96","0"," 89"," 98","   1.073"," 490.434"," 136.232","  28.000","  600","  600"
"13:39:13:401","67583663366586"," 593.624","  51.496"," 3097"," 2900"," 3100"," 3099","  18.048","7653.187","2125.885","  15.211","6652.337","1847.871"," 97","0"," 91"," 98","   1.344"," 490.569"," 136.269","  28.000","  850","  850"
"13:39:13:501","67583933686113"," 593.724","  52.068"," 3098"," 2900"," 3100"," 3100","  16.093","7654.798","2126.333","  14.459","6653.785","1848.274"," 99","0"," 90"," 99","   1.046"," 490.674"," 136.298","  28.000","  850","  850"
"13:39:13:601","67584203874360"," 593.824","  49.634"," 3099"," 3000"," 3100"," 3100","  15.840","7656.384","2126.773","  14.250","6655.211","1848.670"," 96","0"," 89"," 99","   0.951"," 490.769"," 136.325","  28.000","  850","  850"
"13:39:13:702","67584474618900"," 593.924","  46.136"," 3097"," 2900"," 3100"," 3097","  16.071","7657.995","2127.221","  14.287","6656.643","1849.068"," 96","0"," 89"," 99","   1.073"," 490.877"," 136.355","  28.000","  650","  650"
"13:39:13:802","67584744887733"," 594.024","  45.080"," 3099"," 3000"," 3100"," 3098","  16.525","7659.649","2127.680","  14.902","6658.135","1849.482"," 98","0"," 92"," 99","   0.921"," 490.969"," 136.380","  28.000","  650","  650"
"13:39:13:902","67585015086939"," 594.124","  43.123"," 3100"," 3000"," 3100"," 3100","  16.162","7661.267","2128.130","  14.583","6659.594","1849.887"," 99","0"," 92"," 99","   0.769"," 491.046"," 136.402","  28.000","  650","  650"
"13:39:14:002","67585285449576"," 594.224","  43.661"," 3100"," 3000"," 3100"," 3100","  16.345","7662.903","2128.584","  14.773","6661.074","1850.298"," 99","0"," 92","100","   0.770"," 491.123"," 136.423","  28.000","  650","  650"
"13:39:14:103","67585557920643"," 594.325","  46.788"," 3100"," 3000"," 3100"," 3100","  16.628","7664.581","2129.050","  14.948","6662.582","1850.717"," 98","0"," 89","100","   0.927"," 491.216"," 136.449","  28.000","  500","  500"
"13:39:14:204","67585830679797"," 594.426","  44.146"," 3100"," 3000"," 3100"," 3100","  16.390","7666.237","2129.510","  14.788","6664.076","1851.132"," 99","0"," 90"," 99","   0.878"," 491.305"," 136.474","  28.000","  500","  500"
"13:39:14:304","67586101188996"," 594.526","  48.161"," 3099"," 2900"," 3100"," 3099","  16.940","7667.934","2129.982","  15.341","6665.613","1851.559"," 98","0"," 89","100","   0.896"," 491.395"," 136.499","  28.000","  500","  500"
"13:39:14:404","67586371256970"," 594.626","  45.262"," 3099"," 2900"," 3100"," 3100","  17.486","7669.683","2130.468","  15.352","6667.148","1851.986"," 99","0"," 90","100","   1.158"," 491.511"," 136.531","  28.000","  850","  850"
"13:39:14:504","67586641783131"," 594.727","  53.754"," 3099"," 3000"," 3100"," 3099","  17.192","7671.406","2130.946","  15.557","6668.707","1852.419"," 98","0"," 91","100","   1.086"," 491.619"," 136.561","  28.000","  850","  850"
"13:39:14:604","67586912035833"," 594.827","  48.775"," 3099"," 2900"," 3100"," 3100","  17.389","7673.146","2131.430","  14.984","6670.207","1852.835"," 98","0"," 91","101","   1.068"," 491.726"," 136.591","  28.000","  800","  800"
"13:39:14:704","67587182167704"," 594.927","  43.293"," 3100"," 3000"," 3100"," 3100","  16.437","7674.791","2131.886","  14.652","6671.673","1853.242"," 98","0"," 89","100","   0.783"," 491.805"," 136.612","  28.000","  800","  800"
"13:39:14:805","67587452283873"," 595.027","  43.125"," 3100"," 3000"," 3100"," 3100","  16.156","7676.407","2132.335","  14.582","6673.132","1853.648"," 99","0"," 90","100","   0.788"," 491.883"," 136.634","  28.000","  800","  800"
"13:39:14:905","67587722496873"," 595.127","  43.028"," 3099"," 3000"," 3100"," 3098","  16.301","7678.039","2132.789","  14.703","6674.603","1854.056"," 99","0"," 91","101","   0.778"," 491.961"," 136.656","  28.000","  800","  800"
"13:39:15:005","67587992671356"," 595.227","  46.785"," 3098"," 2900"," 3100"," 3100","  16.783","7679.718","2133.255","  15.074","6676.112","1854.475"," 99","0"," 90","100","   0.938"," 492.055"," 136.682","  28.000","  700","  700"
"13:39:15:105","67588262909631"," 595.327","  44.100"," 3099"," 3000"," 3100"," 3100","  16.474","7681.367","2133.713","  14.863","6677.599","1854.889"," 98","0"," 93","100","   0.865"," 492.142"," 136.706","  28.000","  700","  700"
"13:39:15:205","67588533186618"," 595.427","  42.681"," 3100"," 3000"," 3100"," 3100","  16.410","7683.010","2134.169","  14.813","6679.082","1855.301"," 99","0"," 90","101","   0.760"," 492.218"," 136.727","  28.000","  700","  700"
"13:39:15:305","67588803249018"," 595.527","  45.882"," 3099"," 3000"," 3100"," 3098","  17.191","7684.729","2134.647","  15.578","6680.640","1855.733","100","0"," 92","101","   0.866"," 492.304"," 136.751","  28.000","  700","  700"
"13:39:15:406","67589075985795"," 595.628","  52.436"," 3097"," 2900"," 3100"," 3100","  17.770","7686.524","2135.146","  15.392","6682.195","1856.165"," 98","0"," 90","101","   1.319"," 492.438"," 136.788","  28.000","  650","  650"
"13:39:15:506","67589346247284"," 595.728","  43.449"," 3099"," 3000"," 3100"," 3100","  16.424","7688.168","2135.602","  14.806","6683.677","1856.577","100","0"," 90","101","   0.860"," 492.524"," 136.812","  28.000","  650","  650"
"13:39:15:606","67589616639957"," 595.829","  44.040"," 3099"," 3000"," 3100"," 3100","  16.023","7689.773","2136.048","  14.435","6685.123","1856.978"," 97","0"," 90","100","   0.816"," 492.605"," 136.835","  28.000","  650","  650"
"13:39:15:706","67589887020390"," 595.929","  43.864"," 3100"," 3000"," 3100"," 3100","  16.053","7691.380","2136.495","  14.448","6686.569","1857.380"," 98","0"," 92"," 99","   0.889"," 492.694"," 136.860","  28.000","  650","  650"
"13:39:15:806","67590157108476"," 596.029","  46.797"," 3098"," 2900"," 3100"," 3100","  16.143","7692.995","2136.943","  14.435","6688.013","1857.781"," 98","0"," 90"," 99","   1.051"," 492.799"," 136.889","  28.000","  500","  500"
"13:39:15:906","67590427267647"," 596.129","  44.417"," 3099"," 2900"," 3100"," 3098","  15.806","7694.577","2137.382","  14.205","6689.435","1858.176"," 97","0"," 90"," 98","   0.966"," 492.896"," 136.916","  28.000","  500","  500"
"13:39:16:006","67590697479921"," 596.229","  45.245"," 3099"," 2900"," 3100"," 3097","  16.201","7696.198","2137.833","  14.375","6690.873","1858.576"," 98","0"," 90"," 98","   0.877"," 492.984"," 136.940","  28.000","  500","  500"
"13:39:16:107","67590967886865"," 596.329","  44.415"," 3099"," 2900"," 3100"," 3100","  15.806","7697.781","2138.272","  14.217","6692.297","1858.971"," 98","0"," 91"," 98","   0.878"," 493.072"," 136.964","  28.000","  500","  500"
"13:39:16:207","67591237950669"," 596.429","  49.064"," 3099"," 2900"," 3100"," 3100","  16.164","7699.398","2138.722","  14.513","6693.749","1859.375"," 98","0"," 89"," 99","   1.056"," 493.178"," 136.994","  28.000","  500","  500"
"13:39:16:307","67591508385228"," 596.529","  48.118"," 3100"," 2900"," 3100"," 3099","  16.671","7701.067","2139.185","  15.071","6695.258","1859.794"," 98","0"," 91"," 98","   0.977"," 493.275"," 137.021","  28.000","  500","  500"
"13:39:16:407","67591778837055"," 596.629","  51.988"," 3097"," 2900"," 3100"," 3099","  17.401","7702.810","2139.670","  15.224","6696.783","1860.218"," 98","0"," 92"," 99","   1.314"," 493.407"," 137.058","  28.000","  850","  850"
"13:39:16:507","67592049315168"," 596.730","  50.645"," 3099"," 2800"," 3100"," 3100","  16.022","7704.415","2140.115","  14.412","6698.227","1860.619"," 98","0"," 90"," 99","   0.988"," 493.506"," 137.085","  28.000","  850","  850"
"13:39:16:607","67592319725805"," 596.830","  56.424"," 3097"," 2900"," 3100"," 3100","  16.785","7706.096","2140.582","  14.993","6699.729","1861.036"," 98","0"," 90"," 99","   1.157"," 493.622"," 137.117","  28.000","  800","  800"
"13:39:16:707","67592589945012"," 596.930","  55.876"," 3100"," 3000"," 3100"," 3100","  18.197","7707.918","2141.088","  16.190","6701.349","1861.486"," 98","0"," 96"," 99","   1.158"," 493.738"," 137.149","  28.000","  800","  800"
"13:39:16:807","67592860125744"," 597.030","  58.220"," 3100"," 3000"," 3100"," 3100","  17.865","7709.705","2141.585","  16.292","6702.979","1861.939","100","0"," 96","100","   1.066"," 493.844"," 137.179","  28.000","  800","  800"
"13:39:16:908","67593130522587"," 597.130","  58.669"," 3100"," 3000"," 3100"," 3100","  18.207","7711.529","2142.091","  16.641","6704.646","1862.402","100","0"," 96","101","   0.983"," 493.943"," 137.206","  28.000","  800","  800"
"13:39:17:008","67593400769640"," 597.230","  54.869"," 3100"," 3000"," 3100"," 3100","  17.913","7713.322","2142.589","  16.325","6706.280","1862.856","100","0"," 96","100","   1.087"," 494.052"," 137.237","  28.000","  800","  800"
"13:39:17:108","67593671088066"," 597.330","  59.102"," 3100"," 3000"," 3100"," 3100","  18.283","7715.152","2143.098","  16.600","6707.942","1863.317"," 99","0"," 97","100","   1.210"," 494.173"," 137.270","  28.000","  700","  700"
"13:39:17:208","67593941567409"," 597.430","  62.260"," 3099"," 3000"," 3100"," 3100","  16.707","7716.826","2143.563","  15.011","6709.446","1863.735"," 99","0"," 93"," 99","   1.307"," 494.304"," 137.307","  28.000","  700","  700"
"13:39:17:308","67594211815635"," 597.530","  58.412"," 3100"," 3000"," 3100"," 3100","  17.198","7718.547","2144.041","  15.139","6710.961","1864.156"," 99","0"," 93","100","   1.172"," 494.421"," 137.339","  28.000","  650","  650"
"13:39:17:408","67594482008478"," 597.631","  69.454"," 3099"," 2900"," 3100"," 3100","  19.846","7720.533","2144.593","  17.273","6712.690","1864.636"," 99","0"," 95","100","   1.578"," 494.579"," 137.383","  28.000","  800","  800"
"13:39:17:508","67594752400479"," 597.731","  64.238"," 3100"," 3000"," 3100"," 3100","  19.375","7722.474","2145.132","  16.992","6714.391","1865.109"," 99","0"," 97","101","   1.158"," 494.695"," 137.415","  28.000","  800","  800"
"13:39:17:608","67595022726384"," 597.831","  72.580"," 3100"," 3000"," 3100"," 3100","  18.859","7724.362","2145.656","  16.891","6716.082","1865.578"," 99","0"," 96","100","   1.387"," 494.834"," 137.454","  28.000","  800","  800"
"13:39:17:708","67595292800334"," 597.931","  67.970"," 3100"," 3000"," 3100"," 3100","  18.637","7726.226","2146.174","  16.958","6717.779","1866.050"," 99","0"," 97","100","   1.333"," 494.967"," 137.491","  28.000","  800","  800"
"13:39:17:810","67595565568377"," 598.032","  68.970"," 3100"," 3000"," 3100"," 3100","  18.914","7728.137","2146.705","  17.205","6719.517","1866.532","101","0"," 98","102","   1.138"," 495.082"," 137.523","  28.000","  800","  800"
"13:39:17:910","67595838219396"," 598.133","  56.687"," 3100"," 2900"," 3100"," 3099","  18.027","7729.957","2147.210","  16.129","6721.146","1866.985","100","0"," 93","101","   0.978"," 495.181"," 137.550","  28.000","  800","  800"
"13:39:18:011","67596108387549"," 598.233","  44.340"," 3099"," 3000"," 3100"," 3100","  16.524","7731.611","2147.670","  14.566","6722.603","1867.390","100","0"," 91","101","   0.809"," 495.262"," 137.573","  28.000","  800","  800"
"13:39:18:111","67596378521817"," 598.333","  47.073"," 3098"," 2900"," 3100"," 3100","  16.964","7733.308","2148.141","  15.221","6724.126","1867.813","100","0"," 93","101","   0.936"," 495.356"," 137.599","  28.000","  650","  650"
"13:39:18:211","67596648686349"," 598.433","  46.162"," 3099"," 3000"," 3100"," 3100","  17.342","7735.043","2148.623","  15.400","6725.667","1868.241"," 99","0"," 93","101","   0.901"," 495.446"," 137.624","  28.000","  650","  650"
"13:39:18:311","67596918987588"," 598.533","  49.810"," 3099"," 3000"," 3100"," 3100","  17.376","7736.783","2149.106","  15.470","6727.216","1868.671"," 98","0"," 92","101","   1.068"," 495.553"," 137.654","  28.000","  850","  850"
"13:39:18:411","67597189416999"," 598.633","  44.328"," 3095"," 2300"," 3100"," 3098","  17.080","7738.493","2149.581","  15.225","6728.741","1869.095","100","0"," 91","101","   0.971"," 495.650"," 137.681","  28.000","  850","  850"
"13:39:18:511","67597459953867"," 598.733","  44.965"," 3099"," 3000"," 3100"," 3100","  16.454","7740.142","2150.039","  14.725","6730.216","1869.504","100","0"," 91","100","   0.898"," 495.740"," 137.706","  28.000","  800","  800"
"13:39:18:612","67597732112937"," 598.834","  43.561"," 3099"," 3000"," 3100"," 3100","  16.586","7741.814","2150.504","  14.969","6731.725","1869.924","100","0"," 93","101","   0.861"," 495.827"," 137.730","  28.000","  800","  800"
"13:39:18:712","67598002523973"," 598.934","  43.134"," 3100"," 3000"," 3100"," 3100","  16.252","7743.442","2150.956","  14.661","6733.193","1870.331","100","0"," 92","101","   0.768"," 495.904"," 137.751","  28.000","  800","  800"
"13:39:18:812","67598272800807"," 599.035","  43.718"," 3100"," 3000"," 3100"," 3100","  16.210","7745.064","2151.407","  14.621","6734.657","1870.738","100","0"," 91","102","   0.810"," 495.985"," 137.774","  28.000","  800","  800"
"13:39:18:912","67598543085426"," 599.135","  43.489"," 3100"," 3000"," 3100"," 3100","  16.577","7746.724","2151.868","  14.893","6736.148","1871.152","100","0"," 92","101","   0.857"," 496.071"," 137.797","  28.000","  700","  700"
"13:39:19:013","67598815835166"," 599.236","  46.199"," 3099"," 2800"," 3100"," 3100","  16.103","7748.350","2152.320","  14.469","6737.609","1871.558"," 99","0"," 90","101","   0.900"," 496.161"," 137.823","  28.000","  700","  700"
"13:39:19:113","67599086199978"," 599.336","  44.817"," 3099"," 3000"," 3100"," 3098","  16.540","7750.007","2152.780","  14.922","6739.103","1871.973","100","0"," 91","101","   0.828"," 496.244"," 137.846","  28.000","  700","  700"
"13:39:19:214","67599356385087"," 599.436","  43.732"," 3099"," 3000"," 3100"," 3100","  16.327","7751.640","2153.233","  14.732","6740.578","1872.383"," 99","0"," 91","102","   0.796"," 496.324"," 137.868","  28.000","  700","  700"
"13:39:19:314","67599626687757"," 599.536","  49.310"," 3099"," 2900"," 3100"," 3100","  16.987","7753.341","2153.706","  15.365","6742.116","1872.810","100","0"," 93","101","   0.963"," 496.420"," 137.895","  28.000","  600","  600"
"13:39:19:414","67599897017748"," 599.636","  46.621"," 3099"," 3000"," 3100"," 3100","  17.556","7755.099","2154.194","  15.294","6743.647","1873.235"," 99","0"," 90","102","   1.136"," 496.534"," 137.926","  28.000","  850","  850"
"13:39:19:515","67600169742906"," 599.737","  43.187"," 3100"," 3000"," 3100"," 3098","  16.362","7756.752","2154.653","  14.761","6745.138","1873.650","100","0"," 93","101","   0.834"," 496.618"," 137.950","  28.000","  850","  850"
